Sr no,SKU,B2B Online,GST,Category,Size,Top Fabric,Bottom Fabric,Dupatta Fabric,Inner Fabric,Color,Top Length,Bottom Length,Dupatta Length,Blouse Length,Sleeve,Sleeve Length,Neck Type,Work/Pattern,Work Type,Waist,Bust,Stitching,Content,Description,HSN,Vedio Link,Img 1,Img 2,Img 3,Img 4,Img 5,Img 6,Img 7,Img 8,Img 9,Img 8,Img 9,Img 10,Img 11,Img 12,Img 13,,,
60,301030_Purple,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/14CUMEHBJJECs1Y9XvIGTBO5nPKZ7Prp_/view?usp=drive_link,https://drive.google.com/file/d/1oYalIqhVMLKHlk0opC1A1EHEPY8ZMg6S/view?usp=drive_link,https://drive.google.com/file/d/11TBQf1Pfvyk-7K7nujvjnNrTKs2AbEeW/view?usp=drive_link,https://drive.google.com/file/d/1pgZmC3YZ7V4aIrKgMBQ083xumlb2ccCt/view?usp=drive_link,https://drive.google.com/file/d/1PFQTUxGtJnXo97w7zmjMWSx1ZGe-xw71/view?usp=drive_link,https://drive.google.com/file/d/1dBeVYtjSfyeF8t9qTKoVxOCVNUlC6ZDt/view?usp=drive_link,,,,,,,,,,,,
61,301031_Dpink,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1lBgJq5NeIf5Blm4GtDhyNCwlC4yVe0_s/view?usp=drive_link,https://drive.google.com/file/d/1uf7DU2N-ReqZIwJmaRXkm1Gd2oc47RVs/view?usp=drive_link,https://drive.google.com/file/d/1iCZj1mRML3v5bzEAWpn_F1EURdB9xO8-/view?usp=drive_link,https://drive.google.com/file/d/1n039isGaZ557xNh7DJkHu18SImryLN5k/view?usp=drive_link,https://drive.google.com/file/d/1fZsdBBbo9q1arfZrtOcHjCkC7bzDsXb3/view?usp=drive_link,https://drive.google.com/file/d/1OZ1BlP0caxJZzOS9Reyj44lr34qLwlIH/view?usp=drive_link,https://drive.google.com/file/d/1GET-XgsmHIz3eT8ijAQu9z06Rs368ar7/view?usp=drive_link,,,,,,,,,,,,
62,301031_Rama,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Turquoise Blue,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1k7NAdGcXkBlTdzO16cYnOFgCGWuuheYa/view?usp=drive_link,https://drive.google.com/file/d/1xMdMPDTlwaPDw5mqcK3rwawMs5zCWUw3/view?usp=drive_link,https://drive.google.com/file/d/1JMVwn3Bt5SwlL8qKsbQVbHGUUcZ63EAK/view?usp=drive_link,https://drive.google.com/file/d/1D9ng08-VWYUhgraF2C_UIG5tdx_ILmUe/view?usp=drive_link,https://drive.google.com/file/d/1Od5nnIxwIlebbO-KToOgxtn11ha7vJF9/view?usp=drive_link,https://drive.google.com/file/d/1A8zt8wm_NWd-YS2U3xzeO6xyptAID9Hl/view?usp=drive_link,,,,,,,,,,,,
63,301031_Purple,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1d2DaOETu_RAkd5G_kmq8GP3U_CB561r-/view?usp=drive_link,https://drive.google.com/file/d/10e2bO_n4RXMb6UrxJpzFo-cGeYbHwITw/view?usp=drive_link,https://drive.google.com/file/d/1wgtgQ0EI9Wh1EWP4CmHan1mV_xPL1cNs/view?usp=drive_link,https://drive.google.com/file/d/1MzCwnfEAIe7Ai8Vr7ZTxas1eOBDDKMw9/view?usp=drive_link,https://drive.google.com/file/d/1HrxQ4ES1uXu8xn6YYap8hlJlDXXgPwsS/view?usp=drive_link,https://drive.google.com/file/d/1Tr4UyCJM0JiIQz0CcuBBoJG9mqh_VXJw/view?usp=drive_link,,,,,,,,,,,,
64,301032_Green,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1jsjPJvJg5IDDDQg84tz0wTe_TytXSEee/view?usp=drive_link,https://drive.google.com/file/d/119XMzK6YW3-hpo39u3ptYXuz7YQb5_Pq/view?usp=drive_link,https://drive.google.com/file/d/1WJakMPLX9PWhah1Ccv3HslPyMAuOjNLK/view?usp=drive_link,https://drive.google.com/file/d/1Ddyelu3BYq6Uvu0RcZ8HOsvukjWUqM5V/view?usp=drive_link,https://drive.google.com/file/d/1GXn4M7lmH_WNti7cmyEGr7X24SnerC1K/view?usp=drive_link,https://drive.google.com/file/d/1VAm09o18Xaz_1FFyNNe_4HXP73_P139o/view?usp=drive_link,https://drive.google.com/file/d/1DoIF4VWKMdtD1psS2my0H4yzsACH8awV/view?usp=drive_link,https://drive.google.com/file/d/1agD6_Y1FAXNl09IbWxrdXo9pHeQK2BP3/view?usp=drive_link,https://drive.google.com/file/d/1FOX4h5ZRXJYH3gWfyBoMO7NPpIKTj8RK/view?usp=drive_link,,,,,,,,,,
65,301032_Rama,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Turquoise Blue,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/11Wo706wx3nqNnAc9RY23bCPsw1rnFJ6K/view?usp=drive_link,https://drive.google.com/file/d/1KfHwjaV2BmhZFzogh5-s3XNPcAgLUkGg/view?usp=drive_link,https://drive.google.com/file/d/1J7DkFID104is1EXB8ia1DNqVooGaJFsF/view?usp=drive_link,https://drive.google.com/file/d/1Tw0Xk_G0UdDGIJXt6TO1ALM2xBG4zBxU/view?usp=drive_link,https://drive.google.com/file/d/1P0dYoLSIRaNpeChloXxYWcdI1524I77O/view?usp=drive_link,https://drive.google.com/file/d/1G1VQUVU4_mgeltVcp3hcZZJjlaGN502Z/view?usp=drive_link,https://drive.google.com/file/d/1hOx-w30d8gqBWC9vAt7GEOobGNscD0ci/view?usp=drive_link,https://drive.google.com/file/d/178s7hu8vaBVcYANJRvIILxEioBgrd8o3/view?usp=drive_link,,,,,,,,,,
66,301032_Dpink,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Dark Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/16o9h5kUcOqUeviqKZMPpP3MEtgFLoNAs/view?usp=drive_link,https://drive.google.com/file/d/1aywpGxFkbnxrDyue1ph3ZNWkEXGxezWS/view?usp=drive_link,https://drive.google.com/file/d/1aliOfwmMfjx6BBuZdw88ADvfW8zwfLhr/view?usp=drive_link,https://drive.google.com/file/d/1ErOsQ6xuiKPtuzG5tF9vJdp2iqLp9Fjs/view?usp=drive_link,https://drive.google.com/file/d/16RiUPjhi4PMeeKeiO6VohmNS5yMfa9o-/view?usp=drive_link,https://drive.google.com/file/d/1RjH6kVaozXkGsXpeoA6T2Mvo8VV1_o5J/view?usp=drive_link,https://drive.google.com/file/d/1L0sGxG6kboBpXTjAX5fbiHI2GvXVlcL_/view?usp=drive_link,https://drive.google.com/file/d/1d0I9szopWKabHQUV27oN_DyMPUs54rlm/view?usp=drive_link,,,,,,,,,,
67,301032_Mendi,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Light Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1iaBSDwwsPPj9fxuxuuXSc73ANZfQYJDk/view?usp=drive_link,https://drive.google.com/file/d/1o-4BldLQjGK9zH_m34Iga3JB0fEYZ3Xf/view?usp=drive_link,https://drive.google.com/file/d/1yCI32kyZGa1mavBghdP4dJhC8W2hOWYF/view?usp=drive_link,https://drive.google.com/file/d/1Zbqf9p-UB7W3SvhSNc57W1kjW6lyJsrP/view?usp=drive_link,https://drive.google.com/file/d/1Zrn9ZJitmOm1jW6jGvhDV0vq4Y_XlDoW/view?usp=drive_link,https://drive.google.com/file/d/1ORoxRqZIyfrLjPHCnsM8C13-naxInFRp/view?usp=drive_link,https://drive.google.com/file/d/1DqjZREAdUbALZ-1WOr_JGmyvABQOBa9j/view?usp=drive_link,https://drive.google.com/file/d/1NLqANCk4aerszT3cOwj7P17H0lhw4nyo/view?usp=drive_link,,,,,,,,,,
68,301032_Purple,2095,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1SbJ-JwtoV7_txOrezf5HmtfpihlF-zD5/view?usp=drive_link,https://drive.google.com/file/d/1-cpe4Oa1cbVLNXHiapr1EpKIjp0YJA7A/view?usp=drive_link,https://drive.google.com/file/d/1RG_qonjEEMpB0t8i0Qhd32-Jzq__gwOf/view?usp=drive_link,https://drive.google.com/file/d/10y4fViEqNK9pqmnzH6YzyPYdU0hF0OuK/view?usp=drive_link,https://drive.google.com/file/d/1FMN_n1alE2idSJUVVcfwSeG-jZ4395aq/view?usp=drive_link,https://drive.google.com/file/d/17cXZDCwirvyp2kxX1nIgrImWgBtHAY6_/view?usp=drive_link,https://drive.google.com/file/d/1RckhJ_UTNTXJrH2hv5bNyAXOQPrZVhDE/view?usp=drive_link,https://drive.google.com/file/d/1I9HaLvrY_W15dFsS2nKeTrHOMTTlxiAL/view?usp=drive_link,,,,,,,,,,
69,301033_Pink,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Pink,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1u-Yd83b1xHAWCt2KL7joKqYiDCnHS2Km/view?usp=drive_link,https://drive.google.com/file/d/1Z_QTsLOsfXiMlt4bYir-ByXTxqey6koi/view?usp=drive_link,https://drive.google.com/file/d/1WH9yJcOHlPwvGuGV2ivB-vPkDPefuqga/view?usp=drive_link,https://drive.google.com/file/d/1brQZdTHonfu3OCftvswWk3OrakzuFpUd/view?usp=drive_link,https://drive.google.com/file/d/1LRuj_66W0AmasgxTrtgftwhhY5bNPLhj/view?usp=drive_link,https://drive.google.com/file/d/1gGyC5s2wErWQzA5u7w7qeckBZPTzL176/view?usp=drive_link,https://drive.google.com/file/d/1NSPUc5KmWwnSLx5covLCuyqsS94eGefk/view?usp=drive_link,https://drive.google.com/file/d/1LGmUy5XdlsJYvBMERZFVmGgpwZG4uZGx/view?usp=drive_link,,,,,,,,,,,
70,301033_Rama,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Turquoise Blue,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1UDaqRwoFSXRDWST7RBpqepT8O4NqiMEU/view?usp=drive_link,https://drive.google.com/file/d/1Kvtc773ZTw7DiE1qNn39p4VBJp2lWrXg/view?usp=drive_link,https://drive.google.com/file/d/1xQkEWKEZxJ4qYm9ZP3sL9mG9c9I2Zk-r/view?usp=drive_link,https://drive.google.com/file/d/1DgLt0JLx3O4cR1pelIa5EAiKxMTc9MPE/view?usp=drive_link,https://drive.google.com/file/d/11TqMj5kY1YRQ4uIMbokermEZZOP9VhwB/view?usp=drive_link,https://drive.google.com/file/d/14ciH5TBqYs2eVXZ5-YBAeinWXqNukXey/view?usp=drive_link,,,,,,,,,,,,
71,301033_Maroon,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Maroon,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1o41sHdS_zfC1eWrkKviEEqlRc1_AwTfw/view?usp=drive_link,https://drive.google.com/file/d/1bY7ehtVzaTi88IgXe5SXZTUiZUxCRARC/view?usp=drive_link,https://drive.google.com/file/d/1YoRD-27AFKhrGEAT5gcvIfapZmeNSjtX/view?usp=drive_link,https://drive.google.com/file/d/1odwWwHPMdGieYQspeUkFR7ALNRKjmtCi/view?usp=drive_link,https://drive.google.com/file/d/1KZUNClOYfd5pl5kLSCA2NEubErbHNRiu/view?usp=drive_link,https://drive.google.com/file/d/1c2bBzvCdSI6Cj8VCBMahKF6FO6LTh_Mq/view?usp=drive_link,https://drive.google.com/file/d/1AhbzwZCa2XCJ4BALmXK0WJZbp4gTfsfE/view?usp=drive_link,,,,,,,,,,,
72,301033_Purple,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1vVAIHnxy-SdNCfOMD0g_h4HJH3i5A48y/view?usp=drive_link,https://drive.google.com/file/d/1zipYDtRCbs6d99rV6Qc-jIUPiIbsKeGv/view?usp=drive_link,https://drive.google.com/file/d/1WqyYx1c4zUEMstK56sPnMkReiSV_4IQ7/view?usp=drive_link,https://drive.google.com/file/d/1By9gZaFxrS7ihXnYQwWVERSsCbXgaR47/view?usp=drive_link,https://drive.google.com/file/d/1qJVdQ79IyvO3yWEGeghyITRDTaShNBea/view?usp=drive_link,https://drive.google.com/file/d/14oZALhnpI4nrUdOI5_XS8EQjHV1D7jZF/view?usp=drive_link,https://drive.google.com/file/d/1m3qPl6YNgi6x4-v3uS5BXD1LvYZD4RFj/view?usp=drive_link,,,,,,,,,,,
73,301033_Mendi,1595,Extra,Anarkali Suit,Semi-stiched(FREE SIZE),Georgette,Crepe,Georgette,Crepe,Light Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi-stich,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,,https://drive.google.com/file/d/1UJuBDzQqmzZhmLOWmJhrk3E34Qu0qbbD/view?usp=drive_link,https://drive.google.com/file/d/1CliiHEgnbl_6MLJTp01OjapmxoZTLreX/view?usp=drive_link,https://drive.google.com/file/d/1TD3nrmEt0vAy7qTcCUgAWmlRuLiJdvAD/view?usp=drive_link,https://drive.google.com/file/d/1gencDzaDJK7KQQpQwX6nKKykubzkR8GT/view?usp=drive_link,https://drive.google.com/file/d/1_N9q3bgweBa4CDQnkCPRpqMGUvO3lsWe/view?usp=drive_link,https://drive.google.com/file/d/1XlHUDCrG6gvA0OE26BIDLm_XdSSriuDk/view?usp=drive_link,https://drive.google.com/file/d/1NYmxV1XSig_6-zLeAFV9s0V_FmUs2Xgq/view?usp=drive_link,,,,,,,,,,,
74,301034_Multi,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Rangoli Silk,Crepe,Rangoli Silk,Crepe,Multi Color,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,V Neck,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Rangoli Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1xC8h0YqTx1yYTtI04kXW2Zva4ITae5xe/view?usp=drive_link,https://drive.google.com/file/d/1nH7oVbE8CgVd_J17Ukaxngi8njgh4r-s/view?usp=drive_link,https://drive.google.com/file/d/176rqcYfNubUliTTNaAMs-__jVXbkFQQZ/view?usp=drive_link,https://drive.google.com/file/d/1pegtK3u_94mUKMagiPv0JM0UL2UsENHn/view?usp=drive_link,https://drive.google.com/file/d/16BG6HX-p9WUFGAVZ19NeswhXXk-vlkVc/view?usp=drive_link,https://drive.google.com/file/d/1vg8eJEJSKQfSwBNtwJOmT03q6ZB-JkIv/view?usp=drive_link,https://drive.google.com/file/d/1Sgu2HzvvT8PKUNslG3KkkPX4nqWZzu84/view?usp=drive_link,https://drive.google.com/file/d/1m4QCZ9kzwvCSXHfIC0PfHoB_c3-KHn7m/view?usp=drive_link,,,,,,,,,,,
75,301035_Green,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Georgette,Crepe,Georgette,Crepe,Green,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Ribbon Work,Embroidery Ribbon Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1mm4H8_xzMVs_Wovhm4SkLDl9yqd-QthA/view?usp=drive_link,https://drive.google.com/file/d/1iy5I4GcgUwyf_h7-l6u6_mV90Ccgmu9P/view?usp=drive_link,https://drive.google.com/file/d/1afZqXjVIsEicAU397dMCvuKp7cgVsg6z/view?usp=drive_link,https://drive.google.com/file/d/1ALKYPVZquxBzjVoHzqzqqf7cU6VcupVo/view?usp=drive_link,https://drive.google.com/file/d/1L-5qqpCRqZWtbICl44Ok_2a6JyK4WuS3/view?usp=drive_link,https://drive.google.com/file/d/1PMBd3kk816hu_tyw3q3pjHt_pkDXaAX2/view?usp=drive_link,https://drive.google.com/file/d/1uYeCjIH_zxV20odjQiLKhxADO7Aw4ELS/view?usp=drive_link,https://drive.google.com/file/d/14-NQHTB6htRkPI0YsE4Bxx5vCqcRPviR/view?usp=drive_link,https://drive.google.com/file/d/1He2V4DK91PDpTWaGXacC1zWYHEu7Q37m/view?usp=drive_link,https://drive.google.com/file/d/1jA8cpm3h-KFT3IvbbjUa-cMWTdc0mcSN/view?usp=drive_link,,,,,,,,,
76,301036_Purple,2195,Extra,Anarkali Suit,Semi Stitched (Free Size),Georgette,Crepe,Georgette,Crepe,Purple,57 Inch,2 Mtr,2.2Mtr,NA,3/4 Sleeve,16 Inch,Round,Embroidery Sequence Work,Embroidery Sequence Work,44,42,Semi Stitched,Top :: 1 Bottom ::1 Duptta ::1,Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work|| Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr,62044220,https://drive.google.com/file/d/1ssNHM0OV-moRakJ4aZRhuXfrXEt8BamR/view?usp=drive_link,https://drive.google.com/file/d/1CC343HMo0deH7yg9oHwrJOB2Bg3O0jze/view?usp=drive_link,https://drive.google.com/file/d/1LWu44_SLF3DXL-I2bVjdGUtJm1O8qwWf/view?usp=drive_link,https://drive.google.com/file/d/1FWLY79S-iDkTajx2S5-J0vxKwi502zly/view?usp=drive_link,https://drive.google.com/file/d/15IWqJf2ZZBhaaFS4mnL0nFHErqHBPsJJ/view?usp=drive_link,https://drive.google.com/file/d/1nEtYQfZewpe60Co_u-K3i_JjLscsCRJJ/view?usp=drive_link,https://drive.google.com/file/d/1b27fN3RveER5EUVk-ZKBpj23ktYOaovh/view?usp=drive_link,https://drive.google.com/file/d/1jbBCu8_SxuOo5WvRm9jUvaHrv8AVZzUa/view?usp=drive_link,,,,,,,,,,,
